combo_id,combo_num,streak_length,streak_mode,entry_timing,hold_period,use_ibs,use_rsi,n_instances,n_symbols,win_rate,win_rate_ci_lower,win_rate_ci_upper,mean_return,median_return,std_return,percentile_5_return,percentile_95_return,mean_mfe,median_mfe,mean_mae,median_mae,mfe_mae_ratio,median_time_to_breakeven,median_time_to_1pct,p_breakeven_by_3d,p_hit_1pct_by_3d,p_hit_2pct_by_7d,p_value,is_significant_bonferroni,is_significant_fdr
S1_EX_OPEN_H6,27,1,EXACT,OPEN_T1,6,False,False,6115,20,0.5412919051512673,0.5287806986298926,0.5537512648796392,0.008913429538274046,0.005126890540886957,0.17756362510923293,-0.10127628176660021,0.12128324073238209,0.04993939116567121,0.032262507316737264,-0.04120236479593205,-0.02908396946564887,1.2120515755105827,1.0,2.0,0.691414554374489,0.5331152902698283,0.5599345870809485,5.6403563715269185e-11,True,True
S1_EX_OPEN_H7,28,1,EXACT,OPEN_T1,7,False,False,6114,20,0.547759241086032,0.5352574293740701,0.5602010757099395,0.011263929090310874,0.0062331676891019695,0.23421205038099588,-0.10584648043973377,0.12780141024601668,0.056267186755914377,0.03504641998480119,-0.04487099095000312,-0.031364858884361455,1.2539769139177095,1.0,2.0,0.6915276414785738,0.5332024860974812,0.5600261694471704,4.2750356649673265e-14,True,True
S2_AT_CLOS_H1,29,2,AT_LEAST,CLOSE_T,1,False,False,5606,20,0.5342490189083126,0.521172208013818,0.5472789243076158,0.004440911774895054,0.0014136432774588398,0.1886638615429111,-0.042002420379406394,0.04766433779571032,0.020018301842316046,0.0120313101476951,-0.012465587204756295,-0.010614154006755092,1.6058851872359436,1.0,2.0,0.7365322868355334,0.5781305743845879,0.6016767748840528,1.550276888381675e-07,True,True
S2_AT_CLOS_H2,30,2,AT_LEAST,CLOSE_T,2,False,False,5597,20,0.5515454707879222,0.5384852615306439,0.5645349728827567,0.00936404634842893,0.0032874460653381154,0.26493653301001413,-0.057752321706063404,0.07228208115134144,0.03249472371454807,0.01846764346764333,-0.02061491066197523,-0.015774016618230927,1.576272837043407,1.0,2.0,0.7377166339110237,0.5790602108272289,0.6026442737180633,6.4966016499565515e-15,True,True
S2_AT_CLOS_H3,31,2,AT_LEAST,CLOSE_T,3,False,False,5594,20,0.5462996067214874,0.5332259870072433,0.5593096812160452,0.011155831232719342,0.004012500392755335,0.25174258044437303,-0.06917111938576315,0.08800809399439724,0.04040127763663779,0.024341413064022266,-0.02675637976788874,-0.020361795835893093,1.5099680146237409,1.0,2.0,0.7381122631390776,0.5793707543796925,0.6029674651412228,2.3026488972108668e-12,True,True
S2_AT_CLOS_H4,32,2,AT_LEAST,CLOSE_T,4,False,False,5593,20,0.562488825317361,0.5494493136651663,0.5754425570699547,0.012447395830837479,0.005332968685901891,0.244304774040772,-0.08084064713071812,0.10458577011755026,0.04708009927526231,0.028150171409459475,-0.03155561904140587,-0.023909917530133166,1.4919719753710396,1.0,2.0,0.7382442338637583,0.5794743429286608,0.6030752726622564,4.581701280532423e-21,True,True
S2_AT_CLOS_H5,33,2,AT_LEAST,CLOSE_T,5,False,False,5592,20,0.5568669527896996,0.5438124360926959,0.5698433929153752,0.01587473304594966,0.006371511818855926,0.3068741093459133,-0.09018710095987738,0.11925145583703047,0.05556733481667831,0.031818415365450194,-0.03583146180093878,-0.026887168228280113,1.5507973167654145,1.0,2.0,0.7381974248927039,0.5795779685264664,0.6031831187410587,9.426414519111822e-18,True,True
S2_AT_CLOS_H6,34,2,AT_LEAST,CLOSE_T,6,False,False,5591,20,0.564478626363799,0.5514420797655387,0.577426629974804,0.019659542203075208,0.008419064459090117,0.3507718860183896,-0.09829029608114759,0.12776220981201408,0.06316237903516662,0.03543244458277136,-0.039837438737991476,-0.029366504231854402,1.5855030101353134,1.0,2.0,0.7381505991772491,0.5796816311929888,0.6032910033983188,2.647075990481298e-22,True,True
S2_AT_CLOS_H7,35,2,AT_LEAST,CLOSE_T,7,False,False,5591,20,0.5614380253979611,0.5483934607466321,0.5743982224594921,0.022452755970373495,0.008283433133732518,0.37958475665994607,-0.10430001955577778,0.13666862945583574,0.070277706197669,0.03827706909898696,-0.04362350659536033,-0.03171609806274651,1.6110054345136835,1.0,2.0,0.7381505991772491,0.5796816311929888,0.6032910033983188,2.0410513002155728e-20,True,True
S2_AT_OPEN_H1,36,2,AT_LEAST,OPEN_T1,1,False,False,5597,20,0.5445774522065392,0.5315044110854462,0.5575893444991064,0.005653328257803293,0.0025476474571899145,0.19530064711332606,-0.05447205520533663,0.06191287974062835,0.020708044389253537,0.013301761961139365,-0.011500356857405395,-0.00927346720928672,1.800643636194564,1.0,1.0,0.7214579238877971,0.5817402179739146,0.6065749508665357,1.3608444238390461e-11,True,True
S2_AT_OPEN_H2,37,2,AT_LEAST,OPEN_T1,2,False,False,5594,20,0.551662495530926,0.5385990151893594,0.5646550702026496,0.007604567654904996,0.0037276717932772114,0.18859253193715644,-0.06672264001716371,0.08036030859722257,0.030935679688969098,0.020373714667738914,-0.019547404440559607,-0.01524575523190597,1.5825978217742072,1.0,1.0,0.721844833750447,0.5820521987844118,0.6069002502681444,5.7542295988597636e-15,True,True
