date,symbol,next_date,next_return,next_up,close_price
2010-07-08 00:00:00-04:00,TSLA,2010-07-09 00:00:00-04:00,-0.0034364841863351314,False,1.1640000343322754
2011-01-21 00:00:00-05:00,TSLA,2011-01-24 00:00:00-05:00,0.0629342000428097,True,1.5360000133514404
2011-05-06 00:00:00-04:00,TSLA,2011-05-09 00:00:00-04:00,0.029129990413805817,True,1.8079999685287476
2011-08-09 00:00:00-04:00,TSLA,2011-08-10 00:00:00-04:00,-0.0494814290069957,False,1.670667052268982
2011-08-22 00:00:00-04:00,TSLA,2011-08-23 00:00:00-04:00,0.04601408988941791,True,1.463333010673523
2011-08-23 00:00:00-04:00,TSLA,2011-08-24 00:00:00-04:00,0.03963375860045404,True,1.5306669473648071
2012-01-09 00:00:00-05:00,TSLA,2012-01-10 00:00:00-05:00,0.01357765152969237,True,1.8166669607162476
2012-05-18 00:00:00-04:00,TSLA,2012-05-21 00:00:00-04:00,0.043904409529149646,True,1.8373329639434814
2012-05-21 00:00:00-04:00,TSLA,2012-05-22 00:00:00-04:00,0.07055946946271918,True,1.9179999828338623
2012-07-27 00:00:00-04:00,TSLA,2012-07-30 00:00:00-04:00,-0.07319550741266001,False,1.9673329591751099
2013-01-10 00:00:00-05:00,TSLA,2013-01-11 00:00:00-05:00,-0.01849073975118143,False,2.23533296585083
2013-01-11 00:00:00-05:00,TSLA,2013-01-14 00:00:00-05:00,0.010634946491111963,True,2.194000005722046
2013-01-14 00:00:00-05:00,TSLA,2013-01-15 00:00:00-05:00,0.019242446024367865,True,2.2173330783843994
2013-03-20 00:00:00-04:00,TSLA,2013-03-21 00:00:00-04:00,0.0016689629788060323,True,2.396667003631592
2014-07-09 00:00:00-04:00,TSLA,2014-07-10 00:00:00-04:00,-0.01613920326556262,False,14.870667457580566
2014-10-02 00:00:00-04:00,TSLA,2014-10-03 00:00:00-04:00,0.015074365885482166,True,16.761333465576172
2014-10-14 00:00:00-04:00,TSLA,2014-10-15 00:00:00-04:00,0.011626859394061828,True,15.137332916259766
2014-12-05 00:00:00-05:00,TSLA,2014-12-08 00:00:00-05:00,-0.04179515862877048,False,14.913999557495117
2014-12-08 00:00:00-05:00,TSLA,2014-12-09 00:00:00-05:00,0.01180258727981931,True,14.290666580200195
2014-12-09 00:00:00-05:00,TSLA,2014-12-10 00:00:00-05:00,-0.03250497470272151,False,14.459333419799805
2014-12-17 00:00:00-05:00,TSLA,2014-12-18 00:00:00-05:00,0.06044123309512317,True,13.721332550048828
2010-05-07 00:00:00-04:00,NVDA,2010-05-10 00:00:00-04:00,0.04298023999251166,True,0.3199751675128937
2010-05-10 00:00:00-04:00,NVDA,2010-05-11 00:00:00-04:00,-0.010989238658244527,False,0.33372777700424194
2010-06-10 00:00:00-04:00,NVDA,2010-06-11 00:00:00-04:00,0.022907359592413856,True,0.26015183329582214
2010-10-04 00:00:00-04:00,NVDA,2010-10-05 00:00:00-04:00,0.007117237652068065,True,0.25763052701950073
2010-10-05 00:00:00-04:00,NVDA,2010-10-06 00:00:00-04:00,-0.047702997367844335,False,0.2594641447067261
2011-03-11 00:00:00-05:00,NVDA,2011-03-14 00:00:00-04:00,0.008310142951487798,True,0.41372156143188477
2011-06-08 00:00:00-04:00,NVDA,2011-06-09 00:00:00-04:00,-0.011383165501432924,False,0.40271952748298645
2011-06-09 00:00:00-04:00,NVDA,2011-06-10 00:00:00-04:00,-0.014392474282150292,False,0.39813530445098877
