symbol
TSLA
NVDA
SPY
QQQ
AAPL
MSFT
MSTR
AMZN
META
AVGO
PLTR
IWM
GOOGL
AMD
GOOG
TLT
TQQQ
NFLX
LLY
TSM
HYG
SMCI
LQD
BA
UNH
SOXL
JPM
CRM
XLF
V
FXI
MU
BRK.B
COST
ADBE
GLD
XOM
BAC
MRVL
ASML
WMT
UBER
BABA
DIA
INTC
SMH
NOW
MA
HD
ORCL
QCOM
CRWD
WFC
GS
PFE
PG
SPOT
SQQQ
ABBV
CVX
CSCO
MRK
AMAT
XLE
JNJ
EEM
MARA
TXN
DIS
PDD
SNOW
MCD
KO
HON
XLI
XLV
INTU
C
XLK
IBM
TMO
PANW
PEP
APO
VST
LRCX
DELL
AGG
WDAY
KRE
ACN
TGT
AMGN
ANET
LIN
NKE
MS
SHOP
TMUS
GE
PYPL
LULU
AXP
XLU
T
XBI
CAT
NEE
KLAC
QUBT
SBUX
CMCSA
XLP
ISRG
VZ
GDX
XLY
DHR
DDOG
GM
UAL
COP
SHW
ADI
TJX
PM
ETN
CVS
SPGI
GILD
BMY
ABNB
SCHW
CCL
CVNA
REGN
UNP
VRTX
BX
LOW
ABT
PGR
MPWR
LMT
CDNS
OXY
CI
SLV
HUM
F
RKLB
CMG
AXON
TEAM
RTX
TNA
SPXL
BSX
COF
SNPS
UPS
FSLR
DE
DASH
ADP
AAL
EWZ
IYR
NXPI
DAL
MCK
UPST
KKR
ARKK
MDT
AJG
MDLZ
APH
FDX
EQIX
CME
MDB
JD
ULTA
SLB
ICE
AMT
SYK
RCL
HCA
HIMS
FTNT
MMM
TTD
ADSK
TT
MCHP
PLD
FCX
CL
ON
ROST
CB
APD
CHTR
MO
DECK
NEM
ORLY
DHI
MMC
ZTS
CNC
WSM
EW
CSX
TZA
USB
DOCU
PH
SE
MSI
KMI
URI
AON
FANG
KDP
XLB
DUK
GD
PNC
WMB
HSY
EMR
MAR
TFC
EL
LNG
EOG
GME
DLR
MPC
CLSK
NOC
HLT
ZS
SO
ENPH
ACHR
RIOT
EQT
WELL
HUBS
XOP
MCO
DXCM
WDC
DG
SNAP
VLO
DKNG
STZ
TRGP
IQV
DLTR
LEN
NET
DVN
WM
SPXS
MRNA
TRV
LYV
TER
CARR
BIDU
TPR
VNQ
OKE
ET
BK
AIG
TWLO
KR
ALL
PSX
PINS
PCG
SRE
KHC
PWR
KMB
ROKU
ILMN
HPE
ACWI
EA
NSC
BP
MSCI
EXPE
ZM
NCLH
DOW
JCI
IDXX
EBAY
ANF
TSCO
ROP
TTWO
RH
CCI
BBY
ETR
VALE
O
FIS
LVS
EFX
ODFL
AEP
XEL
HWM
DKS
BKR
DPZ
PCAR
NUE
CBRE
CAH
GIS
ROK
HAL
NIO
BURL
PAYX
AMP
D
ECL
USO
OKTA
EXC
APTV
CTSH
IP
DRI
SYF
LCID
CELH
U
LUV
HBAN
ARES
A
HPQ
SPG
VEEV
SYY
GPN
BIIB
CDW
MLM
YUM
VMC
CCJ
TEL
CMI
MOH
MTB
WYNN
PSA
ITW
STX
WST
STT
AFL
GLW
AME
LPLA
W
CSGP
RMD
SWKS
XPO
PEG
ASTS
PPG
FAST
NDAQ
NTAP
ETSY
XLRE
FTV
WAB
PHM
KEYS
BBWI
CHWY
RJF
NTRA
ED
ALB
RSG
BE
LYB
LYFT
CBOE
IBKR
CFG
BILL
GRMN
PBR
BLDR
SBAC
TEVA
CTVA
FITB
RF
ALNY
ACGL
WAT
FOUR
IR
LDOS
FIVE
VRSK
WEC
IT
QRVO
THC
OTIS
HIG
IBB
AGNC
AKAM
SAIA
OMC
AA
EIX
FOXA
LW
ALGN
AES
HUBB
AEM
ALK
CNP
TOL
GPC
EAT
CROX
DTE
LI
KEY
CE
IRM
XYL
XPEV
JOBY
GTLS
STLD
WING
NTNX
KMX
CHD
TROW
VTR
EPAM
TYL
HUT
RL
ADM
JBHT
CTRA
MTCH
LITE
BG
PKG
PODD
FFIV
DD
APA
CMS
CF
VFC
AWK
ESTC
TRU
EXR
SU
ZBRA
HOLX
AVB
VICI
PTC
INCY
AAOI
LH
CAG
SWK
EXAS
BRO
MGM
PNR
UHS
AR
NBIX
PLUG
VRSN
NTRS
CLF
STM
MKC
NI
ARE
WCC
GNRC
AEE
CZR
ONTO
CG
DGX
EPD
AVTR
KSS
LSCC
OLLI
CRL
FDS
TXRH
CNQ
HST
TSN
STE
EXPD
CHRW
COO
SJM
ES
BAX
IFF
ALLY
AAP
SHAK
DVA
SRPT
AMCR
WIX
UTHR
CVE
TDY
MANH
BOOT
ATO
EVRG
OVV
STLA
ALLE
POOL
FE
HSIC
MASI
INVH
BR
HII
CPRI
MAS
INSM
J
EQR
APLS
QSR
SSNC
RS
BWXT
JKHY
M
MOS
WSC
MTN
AVY
CPB
LMND
TAP
ESS
MAA
EVR
WAL
AER
WRB
TREX
WY
BMRN
EMN
LNT
PFG
VTRS
URBN
BNTX
LNTH
CPT
AGCO
KIM
MHK
RUN
LBRDK
NTR
BF.B
MKTX
BXP
EWBC
AN
HAS
TXT
LKQ
WHR
DBX
ACI
ARCC
CNX
RGEN
TRMB
ACM
MKSI
BRKR
TTEK
AMH
OLED
LUMN
RRC
PI
BEN
HALO
AEO
TFX
MIDD
NOK
REG
PVH
PCTY
MTDR
TM
REXR
AIZ
JAZZ
EXEL
ROL
GL
AMLP
QS
HRL
AOS
ARMK
MTSI
SEDG
CRI
ALC
HRB
ALV
FRT
RHI
CRUS
ACHC
NWSA
ADC
TECH
ASAN
BWA
POST
FIVN
ADMA
CRSP
SF
YETI
L
FMC
XRAY
NDSN
ALSN
VNO
QLYS
AGQ
IVZ
CUBE
ARKG
CHDN
HLNE
SEIC
FNF
GLPI
OPEN
ACWX
RMBS
AAAU
CIVI
FR
CAKE
AG
GH
EGP
PAA
ITRI
APG
AMC
WTFC
SM
WTRG
TMHC
AAON
SAIC
WU
CORT
IONS
LEGN
ALKS
FOX
MORN
PLAY
AFG
