symbol
TSLA
NVDA
SPY
QQQ
AAPL
MSFT
MSTR
AMZN
META
AVGO
PLTR
IWM
GOOGL
AMD
GOOG
TLT
TQQQ
NFLX
LLY
TSM
HYG
SMCI
LQD
BA
UNH
SOXL
JPM
CRM
XLF
V
FXI
MU
BRK.B
COST
ADBE
GLD
XOM
BAC
MRVL
ASML
WMT
UBER
BABA
DIA
INTC
SMH
NOW
MA
HD
ORCL
QCOM
CRWD
WFC
GS
PFE
PG
SPOT
SQQQ
ABBV
CVX
