symbol
NVDA
SOXL
AMD
XLF
TSLA
HYG
SMCI
LRCX
LQD
WDAY
SPY
JPM
BA
F
CRM
AAPL
AMPL
UNH
ANGL
AMKR
AON
AN
ANGO
ANDE
BAC
IWM
GDX
AMZN
UPST
FXI
XLI
INTC
PANW
MCK
XLE
QQQ
PEP
KO
OPEN
SHOP
T
MARA
AAL
MU
XOM
CCL
VALE
SNOW
XBI
PFE
ARKK
SNAP
MCD
KRE
CNC
PM
TMUS
NKE
NOK
MRVL
TLT
XLU
ANET
CMCSA
CSCO
MDB
MDLZ
EWZ
GLD
APH
TGT
TZA
MSFT
TFC
AVGO
PBR
NCLH
GOOG
AMGN
ACN
SLV
LIN
MS
FDX
BRK.B
XLV
CME
KHC
ADBE
AJG
RIOT
EQIX
HOOD
VZ
WFC
XLP
CLF
COST
WMT
CMG
AMCR
GME
BBBY
GM
TOST
EL
XLK
ASML
CSX
XLY
MAR
PCG
FCX
PYPL
CLSK
WY
C
HBAN
LYFT
BP
HPE
SBUX
DKNG
XLB
HUT
LUMN
KMI
META
ET
ADSK
ILMN
TT
TNA
MRK
M
SLB
LI
XPEV
JD
OXY
TREX
EMN
TJX
UAL
MPC
RKLB
PH
CVE
RL
PGR
DIS
ACHR
OLLI
DDOG
ABT
ALLY
SCHW
JNJ
AMC
CRL
AGNC
PINS
NTRA
ZM
BX
TEVA
NEE
COP
O
REXR
DE
AEE
DAL
AMAT
DHR
BMY
MSTR
HAL
KDP
UNP
COIN
CARR
XLRE
EXPE
MO
APO
USB
PDD
JOBY
AIZ
QUBT
NOC
CDNS
EQT
RF
HIMS
GILD
BIDU
LOW
SQQQ
BBY
ETR
AFRM
XOP
TXN
EW
SPXL
CVS
NDAQ
VRTX
KKR
CCI
AR
WIX
IONQ
DVA
HPQ
UTHR
PNC
MGM
REGN
ABNB
U
VTRS
VNQ
BSX
WOLF
D
RCL
EFX
AVTR
DVN
AES
LYV
DD
BEN
ADT
PG
TER
RTX
EXC
ADI
BKR
DOW
VICI
AG
TPR
LUV
CROX
CNP
THC
BE
STM
APA
SU
NSC
ICE
HST
EAT
KSS
DTE
CHWY
ORLY
ON
LVS
IYR
MDT
DUK
V
IBM
TSCO
HWM
STLA
KR
AEO
IBKR
WMB
AA
VFC
WTFC
YOU
CTRA
TRGP
AGG
SO
YETI
SYK
GLW
LULU
USO
SHW
XYL
STZ
FTNT
ENPH
W
LCID
EXAS
VLO
WELL
BBWI
CELH
DIA
SYF
CPB
CNQ
VRSK
IP
NI
HON
NVAX
WYNN
GIS
CIVI
SRE
MIDD
BRO
CFG
VST
CAG
SSNC
EPD
KIM
CTSH
ASAN
EOSE
MTCH
COMP
NTAP
DHI
CL
LYB
ARE
NTRS
DLTR
CSGP
CFLT
DPZ
FR
XRAY
EXEL
TOL
AMP
DECK
WDC
LMND
DASH
WSC
DG
GPN
LLY
PLD
DLR
COF
ARDX
UHS
TEAM
FANG
RRC
RS
IBB
PLAY
DOCU
CORT
FOX
CCJ
MA
HIG
OKTA
ETSY
NCNO
LEN
WSM
IVZ
ROL
TWLO
ALB
HUBS
ROST
IR
WU
CZR
MOS
PHM
HRB
MTB
FMC
ED
DOCS
AXSM
ARRY
CRSP
BWA
APTV
TMO
AQN
EOG
CAT
HRL
LSCC
ETN
PSX
HSY
DLO
PSA
CAH
ZTS
AGI
KLAC
BK
HLT
DOCN
OKE
ACGL
ARMK
DKS
SYY
AAOI
ECL
ULTA
AEP
BAX
AVY
CDW
NWSA
AEM
FOXA
HOLX
LKQ
ALSN
TRV
GL
STX
STLD
JAZZ
AXON
INCY
SPGI
MKC
AIG
PCAR
YUM
MMC
ABR
CF
TAP
SPXS
COLD
DRI
CBRE
ARCC
HD
KEYS
TKR
NXPI
XEL
APP
BF.B
WAB
MSCI
HMC
INVH
ANF
MSI
STT
NDSN
OVV
CG
URI
LITE
FE
TSN
ZS
VTR
CMS
LDOS
APPS
GNRC
WRB
ACAD
ABM
DXCM
LW
ACWX
NTR
CNX
VSCO
REAL
ALL
BILL
LNTH
AEG
FNF
BLDR
PEG
EIX
REG
EVRG
PTC
GLPI
STAG
CHD
DVAX
IDXX
LH
AVB
VMC
AFL
ROK
WAT
ALGM
SEE
TRU
SPG
WCC
NOG
LNG
GPC
ADP
MC
MASI
SWKS
TWST
SM
ARKG
MTG
AMLP
PNR
APLE
ALT
MGNI
CHTR
ALNY
EMR
JBHT
PKG
SBAC
SRPT
KMX
MTDR
ESTC
XPO
BXP
MLM
A
RJF
VNO
RH
TFX
TECH
LMT
CBRL
GS
ALGN
LEG
AMCX
FLO
COO
CPT
GTLB
CI
ITW
AWK
ACHC
AMN
EQR
AGIO
AMT
ZLAB
PODD
APLS
PZZA
ARES
CHRW
DXC
SEIC
EA
SEDG
MHK
AGCO
EXPD
VRRM
LC
MGY
BROS
FFIV
AMH
ADC
ZD
RMD
ALK
AROC
EXR
COCO
CB
LBRDK
VEEV
LPLA
HUBB
CUBE
PVH
PI
LEVI
HUM
BLMN
FOUR
HLNE
BEAM
BMRN
CHDN
VNOM
LNC
ALRM
COLM
URBN
ESNT
ALDX
WEC
AL
WM
FDS
WST
IFF
SWK
APG
AGQ
TALO
ISRG
MAS
AMX
ARGT
SITM
AME
IRM
ALLE
EPAM
LAZ
MKTX
FIVE
TEL
ABCB
VRSN
MPWR
MOH
BG
AIV
RGEN
AGX
AKAM
NBIX
CBOE
CNS
BIIB
DGX
PPG
ALKS
LOGI
SHAK
INTU
TTEK
AAP
LNT
HAS
ZBRA
RVLV
STE
RNG
ACRE
DV
INSM
HCA
ARLO
TM
BNTX
HALO
RHI
TYL
PFG
DOMO
VCTR
AKR
AFG
CE
APD
FCEL
TRMB
AEHR
HWC
ACB
RMBS
IQV
AMSC
IONS
ACIW
ALLT
VIRT
ACEL
ATO
LGIH
AQST
AMRX
WHR
RARE
VCYT
J
EEFT
BRKR
ARHS
ANIP
ARI
BURL
WTRG
MORN
CMI
GOOS
ADPT
BRZE
AER
CARS
EWBC
AEVA
ARCO
ALHC
HSIC
ALC
ADNT
BOOT
ARVN
PCTY
QGEN
NOVT
AHCO
QLYS
CAKE
MAA
CDNA
FRT
SMPL
BWXT
TMHC
WING
LEGN
GTLS
ALGT
ACM
CRUS
AMG
MANH
ARCT
APPN
ALV
AIA
MKSI
ANGI
AIQ
OTEX
APAM
IT
AMBA
AMPH
DUOL
EVR
TDY
ESS
ADTN
AOR
AGRO
AIR
IMO
AQMS
BJRI
ITRI
NMIH
ARCB
AIP
SNEX
BR
AMRC
AAON
OLED
GIII
CWST
ALEX
ANAB
TFII
POOL
SAIC
HII
AHH
ALKT
EGP
AIRR
AIN
AAT
AEIS
