symbol
TSLA
NVDA
SPY
QQQ
AAPL
MSFT
AMZN
MSTR
AVGO
PLTR
IWM
GOOGL
AMD
GOOG
TLT
TQQQ
NFLX
LLY
TSM
HYG
SMCI
LQD
BA
UNH
JPM
SOXL
CRM
XLF
V
FXI
BRK.B
MU
COST
XOM
ADBE
GLD
BAC
MRVL
ASML
WMT
UBER
INTC
DIA
BABA
SMH
MA
NOW
HD
ORCL
QCOM
WFC
CRWD
GS
SQQQ
PFE
PG
SPOT
CVX
ABBV
CSCO
MRK
AMAT
XLE
JNJ
EEM
DIS
PDD
TXN
MCD
SNOW
MARA
KO
HON
XLI
XLV
INTU
XLK
C
TMO
IBM
PANW
PEP
APO
LRCX
AGG
DELL
AMGN
TGT
ACN
KRE
NKE
WDAY
VST
LIN
ANET
MS
TMUS
SHOP
GE
PYPL
T
XBI
LULU
AXP
XLU
CAT
NEE
KLAC
SBUX
CMCSA
XLP
VZ
ISRG
GDX
DHR
XLY
COP
DDOG
GM
SHW
UAL
ADI
CVS
PM
TJX
ETN
SPGI
GILD
BMY
ABNB
SCHW
REGN
VRTX
UNP
BX
CCL
ABT
LMT
LOW
PGR
CVNA
OXY
CI
MPWR
CDNS
F
CMG
SLV
HUM
RTX
TNA
TEAM
BSX
SPXL
SNPS
COF
UPS
DE
FSLR
IYR
ADP
DASH
EWZ
NXPI
DAL
AAL
MCK
KKR
MDT
MDLZ
AJG
EQIX
UPST
ARKK
APH
FDX
SLB
MDB
CME
AMT
ICE
ULTA
JD
SYK
HCA
RCL
FTNT
MMM
TT
PLD
ADSK
MCHP
TTD
CB
ROST
FCX
APD
ON
CL
NEM
MO
CHTR
ORLY
MMC
DECK
ZTS
DHI
CNC
WSM
CSX
EW
PH
TZA
USB
KMI
MSI
URI
SE
AON
FANG
DOCU
KDP
XLB
DUK
GD
PNC
HSY
EMR
WMB
MPC
EOG
EL
TFC
LNG
MAR
DLR
NOC
GME
WELL
HLT
SO
CLSK
ZS
ENPH
XOP
EQT
HUBS
RIOT
MRNA
VLO
WDC
DG
DVN
DKNG
STZ
DXCM
TRGP
SPXS
MCO
SNAP
IQV
DLTR
LEN
WM
TRV
VNQ
CARR
NET
TER
OKE
TPR
LYV
BIDU
ET
PSX
BK
AIG
TWLO
ALL
KR
ACWI
PCG
PINS
KHC
SRE
BP
DOW
KMB
PWR
HPE
ROKU
NSC
ILMN
EXPE
MSCI
EA
NCLH
ZM
JCI
TSCO
IDXX
EBAY
ROP
CCI
O
RH
ETR
BBY
TTWO
VALE
FIS
ANF
LVS
AEP
EFX
XEL
ODFL
CBRE
BKR
NUE
GIS
CAH
HWM
HAL
PCAR
DPZ
DKS
ROK
PAYX
AMP
D
ECL
BURL
CELH
NIO
APTV
CTSH
OKTA
EXC
USO
IP
DRI
SYF
SPG
U
HBAN
BIIB
A
HPQ
LUV
VEEV
ARES
GPN
SYY
CDW
YUM
MLM
VMC
MOH
TEL
PSA
CCJ
CMI
MTB
WST
STX
ITW
AFL
GLW
STT
WYNN
AME
SWKS
CSGP
PPG
RMD
PEG
LPLA
FAST
W
XPO
NTAP
XLRE
NDAQ
ETSY
FTV
PHM
LYB
KEYS
WAB
ED
RJF
RSG
NTRA
CHWY
LYFT
PBR
BE
ALB
CFG
CBOE
CTVA
GRMN
BILL
IBKR
BLDR
SBAC
LDOS
TEVA
ACGL
ALNY
FIVE
RF
FITB
IR
WAT
FOUR
VRSK
QRVO
IBB
WEC
IT
THC
OTIS
HIG
AGNC
AKAM
AA
LW
OMC
EIX
AES
ALGN
SAIA
FOXA
GPC
HUBB
CROX
AEM
IRM
CE
TOL
EAT
DTE
ALK
KEY
CNP
XYL
GTLS
LI
STLD
XPEV
NTNX
WING
VTR
CHD
TROW
KMX
TYL
ADM
EPAM
RL
BG
JBHT
CTRA
MTCH
PKG
APA
DD
LITE
FFIV
CF
PODD
CMS
AWK
EXR
VFC
TRU
ZBRA
ESTC
VICI
SU
AAOI
PTC
AVB
INCY
HOLX
SWK
LH
MGM
CAG
BRO
VRSN
EXAS
UHS
CLF
PNR
NBIX
WCC
AR
NTRS
CZR
STM
MKC
KSS
CNQ
GNRC
ARE
NI
TSN
EPD
AEE
DGX
ONTO
OLLI
CRL
AVTR
LSCC
TXRH
FDS
STE
CG
PLUG
EXPD
COO
HST
SJM
CHRW
BAX
ES
IFF
AAP
ALLY
AMCR
SHAK
DVA
SRPT
CVE
WIX
UTHR
TDY
MANH
OVV
BOOT
ATO
EVRG
POOL
ALLE
FE
CPRI
HSIC
BR
INVH
HII
MAS
EQR
INSM
MOS
RS
J
QSR
APLS
M
SSNC
WSC
JKHY
CPB
BWXT
AVY
MASI
MAA
ESS
TAP
MTN
EVR
WY
AER
WRB
WAL
EMN
BMRN
LMND
TREX
VTRS
PFG
LNT
LNTH
BNTX
NTR
URBN
CPT
KIM
AGCO
MHK
BF.B
LKQ
LBRDK
BXP
MKTX
HAS
TXT
AN
WHR
EWBC
RUN
ACI
ARCC
DBX
TRMB
ACM
BRKR
MKSI
RGEN
CNX
AMH
TTEK
BEN
AEO
OLED
LUMN
HALO
PI
RRC
REG
TFX
NOK
MIDD
PVH
MTDR
PCTY
TM
REXR
AIZ
JAZZ
GL
EXEL
ROL
AMLP
HRL
CRI
AOS
ARMK
SEDG
MTSI
QS
HRB
ALC
FRT
ALV
ACHC
RHI
CRUS
NWSA
ADC
POST
CRSP
BWA
TECH
ASAN
L
FIVN
XRAY
FMC
SF
YETI
NDSN
ADMA
ALSN
VNO
QLYS
IVZ
CUBE
ARKG
CHDN
ACWX
HLNE
AGQ
SEIC
GLPI
FNF
OPEN
AAAU
FR
RMBS
AG
CAKE
GH
PAA
EGP
ITRI
AMC
WTFC
SM
APG
TMHC
SAIC
WU
WTRG
AAON
CORT
IONS
PLAY
ALKS
LEGN
FOX
AFG
MORN
AXSM
LOGI
ADT
NCNO
BB
NOG
RNG
MC
PZZA
ACLS
COLD
SEE
AGI
SITM
